index,label
344,cloud
345,sediment
346,cloud
348,outlier
349,outlier
350,cloud
351,outlier
97,outlier
315,clean_water
319,clean_water
320,outlier
327,outlier
347,outlier
352,clean_water
353,outlier
354,outlier
355,clean_water
356,outlier
357,clean_water
358,clean_water
360,cloud
361,clean_water
362,outlier
363,outlier
364,outlier
365,outlier
366,outlier
367,clean_water
368,outlier
369,outlier
370,clean_water
371,outlier
372,clean_water
373,outlier
374,outlier
375,clean_water
376,outlier
377,clean_water
378,clean_water
379,clean_water
380,outlier
381,outlier
382,clean_water
383,clean_water
385,outlier
386,clean_water
387,outlier
388,cloud
389,clean_water
390,clean_water
392,cloud
393,clean_water
394,clean_water
395,clean_water
396,cloud
397,clean_water
398,clean_water
399,clean_water
400,clean_water
401,cloud
402,clean_water
404,clean_water
405,clean_water
359,outlier
384,outlier
391,clean_water
403,cloud
406,mucilage
407,clean_water
408,cloud
409,clean_water
410,outlier
413,clean_water
414,clean_water
415,clean_water
416,clean_water
417,clean_water
418,clean_water
419,clean_water
420,clean_water
421,sediment
422,clean_water
423,clean_water
425,clean_water
426,clean_water
427,mucilage
428,clean_water
429,clean_water
430,clean_water
431,cloud
433,clean_water
434,clean_water
435,clean_water
436,cloud
437,clean_water
438,cloud
439,outlier
440,clean_water
441,clean_water
442,cloud
443,mucilage
444,clean_water
445,clean_water
446,clean_water
447,clean_water
448,clean_water
449,clean_water
450,clean_water
451,clean_water
452,clean_water
453,cloud
455,clean_water
457,cloud
458,clean_water
459,mucilage
460,cloud
461,clean_water
462,outlier
463,clean_water
454,clean_water
464,clean_water
465,clean_water
466,clean_water
467,clean_water
468,clean_water
469,clean_water
470,clean_water
471,clean_water
472,clean_water
473,clean_water
474,clean_water
475,sediment
476,clean_water
477,mucilage
478,clean_water
479,clean_water
480,clean_water
481,clean_water
482,clean_water
483,outlier
484,clean_water
485,clean_water
486,cloud
487,cloud
488,clean_water
489,mucilage
490,outlier
491,clean_water
492,clean_water
493,clean_water
495,clean_water
496,clean_water
497,clean_water
499,clean_water
500,clean_water
501,clean_water
502,clean_water
503,clean_water
504,clean_water
505,clean_water
506,clean_water
507,clean_water
509,clean_water
510,clean_water
511,clean_water
513,clean_water
514,outlier
515,clean_water
516,clean_water
517,clean_water
518,clean_water
519,clean_water
520,outlier
521,clean_water
523,clean_water
524,sediment
525,outlier
526,clean_water
527,clean_water
528,clean_water
529,clean_water
530,clean_water
531,sediment
532,clean_water
533,clean_water
534,clean_water
535,clean_water
536,clean_water
537,clean_water
538,clean_water
539,clean_water
540,clean_water
541,clean_water
542,clean_water
543,clean_water
544,clean_water
545,clean_water
546,clean_water
548,clean_water
549,clean_water
550,clean_water
551,outlier
552,clean_water
553,clean_water
554,clean_water
555,clean_water
556,clean_water
557,clean_water
558,clean_water
559,clean_water
498,clean_water
508,clean_water
512,mucilage
522,clean_water
547,clean_water
560,outlier
561,clean_water
562,clean_water
563,clean_water
564,clean_water
567,clean_water
568,clean_water
569,clean_water
570,clean_water
571,clean_water
572,clean_water
573,clean_water
574,clean_water
575,clean_water
576,clean_water
577,clean_water
578,clean_water
579,clean_water
580,clean_water
581,clean_water
582,clean_water
583,clean_water
584,clean_water
586,clean_water
587,clean_water
589,outlier
590,clean_water
591,clean_water
592,clean_water
593,clean_water
595,clean_water
596,clean_water
597,cloud
598,clean_water
599,clean_water
601,sediment
602,outlier
603,clean_water
604,clean_water
605,outlier
606,clean_water
607,clean_water
608,clean_water
609,clean_water
610,clean_water
611,clean_water
613,cloud
614,clean_water
615,clean_water
616,outlier
617,clean_water
618,clean_water
619,clean_water
620,clean_water
621,clean_water
622,clean_water
623,outlier
624,cloud
625,outlier
626,outlier
627,outlier
629,outlier
630,cloud
631,clean_water
632,outlier
633,clean_water
634,cloud
635,outlier
636,outlier
637,outlier
638,clean_water
640,clean_water
641,clean_water
642,outlier
643,outlier
644,clean_water
645,clean_water
646,outlier
647,outlier
649,clean_water
650,outlier
651,sediment
652,clean_water
653,clean_water
654,clean_water
655,clean_water
656,clean_water
657,clean_water
658,clean_water
659,outlier
660,clean_water
661,clean_water
662,outlier
663,clean_water
664,clean_water
665,outlier
667,outlier
668,outlier
669,outlier
670,outlier
671,outlier
412,outlier
424,outlier
432,outlier
456,outlier
494,outlier
565,clean_water
566,mucilage
585,outlier
588,outlier
594,outlier
600,outlier
612,outlier
628,cloud
639,clean_water
648,sediment
666,clean_water
672,clean_water
673,outlier
674,clean_water
675,clean_water
676,clean_water
677,outlier
678,clean_water
679,clean_water
681,clean_water
682,clean_water
683,clean_water
684,clean_water
685,clean_water
686,clean_water
687,outlier
688,clean_water
689,outlier
690,clean_water
691,clean_water
692,clean_water
693,clean_water
694,outlier
695,clean_water
696,clean_water
697,clean_water
698,clean_water
700,clean_water
701,clean_water
702,clean_water
703,clean_water
704,clean_water
705,clean_water
706,outlier
707,clean_water
708,clean_water
709,clean_water
711,outlier
714,mucilage
715,clean_water
716,clean_water
717,clean_water
718,clean_water
719,clean_water
721,mucilage
722,clean_water
723,clean_water
724,outlier
725,mucilage
726,outlier
727,clean_water
728,clean_water
729,clean_water
730,clean_water
731,mucilage
732,clean_water
733,clean_water
735,outlier
736,clean_water
737,mucilage
738,clean_water
739,clean_water
740,clean_water
742,clean_water
743,clean_water
744,clean_water
745,cloud
746,clean_water
747,clean_water
748,outlier
680,outlier
699,outlier
710,clean_water
712,outlier
713,outlier
720,mucilage
734,mucilage
741,mucilage
750,clean_water
751,clean_water
752,clean_water
754,clean_water
755,mucilage
756,sediment
757,outlier
758,clean_water
759,clean_water
760,mucilage
761,mucilage
762,outlier
763,clean_water
764,clean_water
765,clean_water
766,clean_water
767,cloud
768,clean_water
770,clean_water
771,clean_water
772,outlier
773,outlier
774,clean_water
775,clean_water
776,clean_water
777,clean_water
778,mucilage
779,clean_water
780,mucilage
781,clean_water
783,outlier
784,outlier
785,outlier
786,outlier
787,clean_water
788,mucilage
789,outlier
790,outlier
791,clean_water
792,clean_water
793,outlier
794,clean_water
795,clean_water
796,outlier
797,outlier
798,outlier
799,outlier
800,clean_water
801,outlier
802,outlier
803,outlier
804,outlier
805,clean_water
806,outlier
807,outlier
808,clean_water
809,outlier
810,outlier
811,outlier
813,outlier
814,outlier
815,outlier
817,cloud
818,outlier
819,clean_water
820,outlier
822,outlier
823,clean_water
824,outlier
825,outlier
826,outlier
827,sediment
828,clean_water
829,outlier
830,clean_water
833,outlier
834,outlier
835,outlier
836,outlier
837,outlier
838,outlier
839,clean_water
840,outlier
841,outlier
842,outlier
843,outlier
844,clean_water
845,outlier
846,clean_water
848,outlier
849,outlier
850,clean_water
851,outlier
852,outlier
853,outlier
854,clean_water
855,outlier
856,outlier
857,outlier
858,outlier
859,clean_water
860,outlier
861,outlier
862,clean_water
863,outlier
864,clean_water
866,outlier
867,outlier
868,clean_water
869,clean_water
870,clean_water
871,outlier
872,clean_water
873,outlier
874,outlier
876,outlier
877,outlier
879,outlier
880,outlier
881,mucilage
883,mucilage
884,outlier
885,outlier
887,outlier
888,mucilage
889,outlier
890,outlier
891,outlier
892,outlier
893,mucilage
894,outlier
895,clean_water
896,outlier
898,mucilage
899,mucilage
900,clean_water
901,mucilage
902,outlier
904,outlier
905,sediment
906,outlier
907,outlier
908,outlier
909,clean_water
910,mucilage
911,mucilage
912,outlier
913,outlier
914,outlier
915,outlier
916,outlier
917,mucilage
918,outlier
919,clean_water
411,outlier
749,clean_water
753,clean_water
769,mucilage
782,outlier
812,outlier
816,outlier
821,outlier
831,outlier
832,outlier
847,outlier
865,outlier
875,outlier
878,outlier
882,mucilage
886,outlier
897,mucilage
903,outlier
920,clean_water
921,outlier
923,outlier
924,clean_water
925,clean_water
926,outlier
927,mucilage
928,outlier
929,outlier
930,outlier
931,outlier
932,outlier
933,outlier
934,outlier
935,clean_water
936,outlier
937,outlier
938,outlier
939,mucilage
940,outlier
941,outlier
942,clean_water
943,outlier
944,outlier
945,outlier
946,clean_water
947,clean_water
948,outlier
949,outlier
950,outlier
951,outlier
952,outlier
953,mucilage
954,outlier
955,outlier
956,outlier
957,outlier
958,outlier
959,outlier
960,sediment
961,clean_water
962,mucilage
963,outlier
965,clean_water
966,clean_water
967,outlier
968,outlier
969,outlier
970,outlier
971,mucilage
972,outlier
973,clean_water
974,outlier
975,clean_water
976,mucilage
977,clean_water
978,clean_water
979,clean_water
980,mucilage
981,clean_water
982,clean_water
983,clean_water
984,mucilage
985,outlier
986,clean_water
987,clean_water
988,mucilage
989,outlier
990,clean_water
991,clean_water
992,outlier
993,clean_water
994,clean_water
995,outlier
996,outlier
997,clean_water
998,clean_water
1000,mucilage
1001,outlier
1002,clean_water
1003,clean_water
1004,clean_water
1005,clean_water
1006,mucilage
1007,mucilage
1008,sediment
1009,outlier
1010,mucilage
1011,clean_water
1012,mucilage
1013,clean_water
1014,clean_water
1015,mucilage
1016,outlier
1017,outlier
1018,clean_water
1019,mucilage
1020,outlier
1021,outlier
1023,outlier
1024,outlier
1026,clean_water
1027,outlier
1028,clean_water
1029,outlier
1030,outlier
1031,outlier
1033,mucilage
1034,clean_water
1035,mucilage
1037,clean_water
1038,mucilage
1039,outlier
1040,outlier
1041,clean_water
1043,clean_water
1044,mucilage
1045,mucilage
1046,outlier
1047,clean_water
1048,clean_water
1050,clean_water
1051,outlier
1052,outlier
1053,mucilage
1054,outlier
1056,clean_water
1057,clean_water
1058,outlier
1059,mucilage
1060,clean_water
1061,outlier
1062,outlier
1063,mucilage
1064,mucilage
1065,outlier
1066,clean_water
1067,outlier
1068,outlier
1069,clean_water
1070,outlier
1071,outlier
1073,clean_water
1074,clean_water
1075,outlier
1076,outlier
1077,clean_water
1078,clean_water
1079,outlier
1080,clean_water
1081,clean_water
1082,outlier
1083,clean_water
1085,outlier
1086,outlier
1087,clean_water
1088,outlier
922,outlier
964,clean_water
999,clean_water
1022,clean_water
1025,mucilage
1032,outlier
1036,clean_water
1042,clean_water
1049,outlier
1055,outlier
1072,clean_water
1084,mucilage
1089,outlier
1090,clean_water
1091,clean_water
1092,clean_water
1093,clean_water
1095,clean_water
1096,outlier
1097,clean_water
1098,outlier
1100,clean_water
1101,clean_water
1102,outlier
1103,outlier
1104,clean_water
1105,outlier
1106,outlier
1107,clean_water
1108,sediment
1109,clean_water
1110,clean_water
1111,outlier
1112,clean_water
1113,outlier
1114,outlier
1115,clean_water
1116,clean_water
1117,clean_water
1118,clean_water
1119,clean_water
1120,clean_water
1121,clean_water
1122,clean_water
1123,clean_water
1124,clean_water
1125,outlier
1126,clean_water
1127,clean_water
1128,outlier
1129,clean_water
1131,outlier
1132,clean_water
1133,outlier
1134,clean_water
1135,clean_water
1137,outlier
1138,outlier
1139,clean_water
1140,clean_water
1141,clean_water
1142,outlier
1143,clean_water
1145,clean_water
1147,clean_water
1148,outlier
1149,outlier
1150,outlier
1151,clean_water
1152,clean_water
1153,outlier
1154,outlier
1155,clean_water
1156,outlier
1157,outlier
1158,clean_water
1159,outlier
1160,clean_water
1161,outlier
1162,outlier
1163,outlier
1165,clean_water
1166,clean_water
1167,outlier
1168,clean_water
1169,clean_water
1170,outlier
1171,cloud
1172,mucilage
1173,clean_water
1174,clean_water
1175,mucilage
1176,outlier
1177,outlier
1178,cloud
1179,clean_water
1180,clean_water
1181,mucilage
1182,clean_water
1183,outlier
1184,mucilage
1185,clean_water
1186,cloud
1187,clean_water
1188,clean_water
1189,cloud
1190,clean_water
1191,outlier
1192,mucilage
1193,mucilage
1194,cloud
1195,clean_water
1196,clean_water
1197,clean_water
1198,outlier
1199,clean_water
1200,outlier
1201,mucilage
1202,cloud
1203,clean_water
1205,outlier
1206,cloud
1207,outlier
1208,clean_water
1209,outlier
1210,outlier
1211,clean_water
1212,mucilage
1213,outlier
1214,clean_water
1216,mucilage
1217,clean_water
1218,clean_water
1219,clean_water
1220,clean_water
1221,mucilage
1222,clean_water
1223,clean_water
1225,clean_water
1226,outlier
1227,mucilage
1228,cloud
1229,clean_water
1231,outlier
1232,clean_water
1233,clean_water
1234,outlier
1235,sediment
1236,mucilage
1237,clean_water
1238,outlier
1239,clean_water
1241,outlier
1242,cloud
1243,clean_water
1244,clean_water
1245,clean_water
1246,clean_water
1247,mucilage
1248,clean_water
1249,outlier
1250,outlier
1251,clean_water
1253,cloud
1254,outlier
1255,outlier
1256,cloud
1257,cloud
1258,clean_water
1259,mucilage
1260,clean_water
1261,cloud
1262,mucilage
1263,clean_water
1265,clean_water
1266,clean_water
1267,clean_water
1268,clean_water
1269,clean_water
1270,clean_water
1271,clean_water
1273,clean_water
1274,outlier
1275,clean_water
1276,clean_water
1277,clean_water
1278,outlier
1279,outlier
1280,outlier
1281,clean_water
1283,mucilage
1284,clean_water
1285,outlier
1286,outlier
1287,mucilage
1288,clean_water
1289,clean_water
1290,clean_water
1291,outlier
1292,clean_water
1293,clean_water
1295,clean_water
1296,outlier
1297,clean_water
1298,outlier
1299,clean_water
1300,clean_water
1301,clean_water
1302,outlier
1303,clean_water
1304,clean_water
1305,clean_water
1306,outlier
1307,clean_water
1308,clean_water
1309,clean_water
1310,clean_water
1311,outlier
1312,clean_water
1313,clean_water
1314,clean_water
1315,clean_water
1316,clean_water
1317,clean_water
1319,clean_water
1320,mucilage
1321,clean_water
1322,clean_water
1323,outlier
1324,clean_water
1325,clean_water
1326,clean_water
1094,clean_water
1099,outlier
1130,outlier
1136,outlier
1144,clean_water
1146,outlier
1164,clean_water
1204,clean_water
1215,clean_water
1224,outlier
1230,cloud
1240,clean_water
1252,outlier
1264,clean_water
1272,outlier
1282,outlier
1294,clean_water
1318,clean_water
1327,outlier
1328,clean_water
1329,clean_water
1330,outlier
1331,clean_water
1332,clean_water
1333,clean_water
1334,clean_water
1335,mucilage
1336,clean_water
1337,clean_water
1338,outlier
1339,clean_water
1340,outlier
1341,outlier
1342,mucilage
1343,outlier
1344,clean_water
1345,clean_water
1346,clean_water
1347,outlier
1348,mucilage
1349,clean_water
1350,clean_water
1351,outlier
1352,sediment
1353,clean_water
1354,clean_water
1355,clean_water
1356,clean_water
1357,clean_water
1358,clean_water
1359,sediment
1360,outlier
1361,clean_water
1362,outlier
1363,clean_water
1364,outlier
1365,outlier
1366,outlier
1367,clean_water
1368,clean_water
1369,clean_water
1370,clean_water
1371,clean_water
1372,clean_water
1373,clean_water
1374,outlier
1375,outlier
1376,clean_water
1377,outlier
1378,outlier
1379,outlier
1380,outlier
1381,clean_water
1382,clean_water
1383,clean_water
1385,clean_water
1386,clean_water
1387,clean_water
1388,clean_water
1389,clean_water
1390,clean_water
1391,clean_water
1392,outlier
1393,outlier
1394,clean_water
1395,clean_water
1396,outlier
1397,clean_water
1398,outlier
1399,clean_water
1400,clean_water
1401,outlier
1402,clean_water
1403,outlier
1404,outlier
1405,outlier
1406,clean_water
1407,outlier
1408,outlier
1409,clean_water
1410,outlier
1411,outlier
1412,outlier
1413,clean_water
1414,clean_water
1415,clean_water
1416,clean_water
1417,clean_water
1418,outlier
1419,clean_water
1420,clean_water
1421,clean_water
1422,clean_water
1423,clean_water
1424,clean_water
1425,clean_water
1426,outlier
1427,outlier
1428,clean_water
1429,clean_water
1430,outlier
1431,clean_water
1433,outlier
1434,clean_water
1435,outlier
1436,clean_water
1437,clean_water
1438,clean_water
1439,clean_water
1440,clean_water
1441,clean_water
1442,outlier
1443,clean_water
1444,clean_water
1445,clean_water
1446,clean_water
1447,clean_water
1448,outlier
1449,clean_water
1450,clean_water
1451,clean_water
1452,clean_water
1454,clean_water
1456,clean_water
1457,clean_water
1459,mucilage
1460,clean_water
1462,sediment
1463,mucilage
1465,mucilage
1466,clean_water
1467,mucilage
1468,outlier
1469,mucilage
1470,clean_water
1471,mucilage
1472,outlier
1474,clean_water
1475,clean_water
1476,clean_water
1477,clean_water
1478,mucilage
1479,clean_water
1480,mucilage
1482,outlier
1483,mucilage
1484,clean_water
1485,mucilage
1486,clean_water
1487,sediment
1488,clean_water
1489,clean_water
1490,clean_water
1491,outlier
1492,clean_water
1493,mucilage
1494,mucilage
1495,outlier
1496,clean_water
1497,clean_water
1498,mucilage
1499,clean_water
1500,outlier
1501,clean_water
1504,clean_water
1505,outlier
1506,mucilage
1507,clean_water
1508,clean_water
1509,mucilage
1510,mucilage
1512,clean_water
1513,clean_water
1514,clean_water
1515,clean_water
1516,clean_water
1517,clean_water
1518,outlier
1519,clean_water
1520,mucilage
1521,outlier
1522,mucilage
1523,outlier
1524,mucilage
1525,mucilage
1526,outlier
1527,outlier
1528,outlier
1529,clean_water
1530,clean_water
1531,clean_water
1532,clean_water
1533,mucilage
1534,mucilage
1535,mucilage
1536,sediment
1537,outlier
1538,mucilage
1539,outlier
1540,clean_water
1541,mucilage
1542,outlier
1543,outlier
1544,outlier
1545,outlier
1546,clean_water
1547,outlier
1548,mucilage
1549,clean_water
1550,clean_water
1551,clean_water
1552,clean_water
1553,outlier
1555,clean_water
1556,outlier
1557,clean_water
1558,outlier
1432,clean_water
1453,outlier
1455,outlier
1458,mucilage
1461,mucilage
1464,clean_water
1473,clean_water
1481,outlier
1502,outlier
1503,sediment
1511,outlier
1554,clean_water
1559,outlier
1560,clean_water
1561,outlier
1562,clean_water
1563,outlier
1564,clean_water
1565,outlier
1566,outlier
1567,clean_water
1568,outlier
1569,clean_water
1570,clean_water
1571,clean_water
1572,clean_water
1573,clean_water
1574,clean_water
1575,clean_water
1576,clean_water
1577,clean_water
1578,clean_water
1579,clean_water
1580,outlier
1581,clean_water
1582,clean_water
1583,clean_water
1584,outlier
1585,outlier
1586,clean_water
1587,clean_water
1588,clean_water
1589,outlier
1590,clean_water
1591,outlier
1592,outlier
1593,outlier
1594,clean_water
1595,outlier
1596,outlier
1598,clean_water
1599,clean_water
1600,clean_water
1601,outlier
1602,clean_water
1603,outlier
1604,outlier
1605,outlier
1606,outlier
1607,outlier
1608,clean_water
1609,outlier
1610,clean_water
1611,clean_water
1612,clean_water
1613,sediment
1615,clean_water
1616,clean_water
1617,clean_water
1618,clean_water
1619,clean_water
1620,clean_water
1621,outlier
1622,clean_water
1623,outlier
1624,clean_water
1625,outlier
1626,outlier
1627,outlier
1628,clean_water
1629,clean_water
1630,clean_water
1631,clean_water
1632,clean_water
1633,clean_water
1634,outlier
1635,clean_water
1636,clean_water
1637,outlier
1638,outlier
1639,clean_water
1640,clean_water
1641,clean_water
1642,clean_water
1384,clean_water
1597,clean_water
1614,outlier
