zarr_path,x,y
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,6263,7812
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,7696,10221
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,7281,6447
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,10271,7306
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,10338,9237
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9890,6325
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,7173,5285
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9169,6672
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,8436,5904
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9248,9589
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,5202,8484
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,7411,9994
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,8183,9560
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9547,6068
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,8422,10125
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,7705,7970
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,6944,9585
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9043,10147
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,10090,6824
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,6922,5540
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9235,6320
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,5464,7394
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9398,9654
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,7280,9927
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,10198,4243
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,7547,7823
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,7973,7343
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,6083,6286
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,7434,5612
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,6580,6929
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,7342,10449
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,8188,6852
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9853,7864
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,8319,8894
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,7470,7065
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,10040,10647
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9350,10581
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9773,6461
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,8054,7754
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,7009,6733
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9743,6645
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,10407,4896
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,7330,8348
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,6348,7782
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,8186,5056
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9288,6611
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,10542,10225
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9171,6389
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,10370,5791
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,10238,7714
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,8200,6404
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9113,8707
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9727,9278
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,6816,6378
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9630,9053
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,6328,7087
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9938,8477
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9301,8484
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,6330,7952
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,10403,5392
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,6939,9767
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,8692,6839
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,7870,6068
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9686,4942
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2B_MSIL2A_20240731T100559_N0511_R022_T32TQR_20240731T125141.zarr,9569,8241
