zarr_path,x,y,label
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,8154,9650,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,9466,8131,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,7313,9372,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,8526,10463,1
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,8289,9877,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,9991,6393,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,7285,7552,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,7392,8408,1
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,9702,7031,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,9948,5526,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,8837,9393,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,6862,7938,1
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,8519,9892,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,7902,8112,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,9962,8161,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,8559,10040,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,7492,7288,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,10677,4768,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,10356,8484,0
/home/ubuntu/mucilage_pipeline/mucilage-detection/data/adr_test/target/S2A_MSIL2A_20240713T100031_N0510_R122_T32TQR_20240713T135550.zarr,9007,6988,0
